"Breed","BreedEntity","StrangerDirectedAggression","OwnerDirectedAggression","DogDirectedAggression","StrangerDirectedFear","DogDirectedFear","NonsocialFear","DogRivalry","Trainability","Chasing","AttachmentAttentionSeeking","SeparationRelatedBehavior","TouchSensitivity","Excitability","EnergyLevel"
"Jack Russell Terrier","Entity[""DogBreed"", ""JackRussellTerrier""]",0.6,0.125,3,0,1.75,0.1666666667,1.25,1.875,2.25,2.5,0.25,0.25,2.1666666667,2
"Australian Shepherd","Entity[""DogBreed"", ""AustralianShepherd""]",3.2,0.125,3.5,3.75,3,2.6666666667,1,3.625,2,3.1666666667,0.5,2.5,3.1666666667,3.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.1,0,0,0,1,0.6666666667,0,1.625,2.75,2.5,0.5,2.25,3.1666666667,3
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.3,2.5,2,0,0,0.1666666667,2.75,1.375,1.5,2.6666666667,0,1,3.3333333333,1
"Australian Shepherd","Entity[""DogBreed"", ""AustralianShepherd""]",3.1,0.25,3,2.5,3,2.5,0,3.75,1.75,2.6666666667,1,1.5,2.5,3
"Maltese","Entity[""DogBreed"", ""Maltese""]",0.9,2.75,2.25,1.75,1.5,1.1666666667,"Missing[""NotAvailable""]",0.875,3,1.6666666667,0.875,4,2.8333333333,4
"Pit Bull","Entity[""DogBreed"", ""AmericanPitBullTerrier""]",0,0.125,1.75,0.5,1.5,0.1666666667,"Missing[""NotAvailable""]",3.25,3,2,0,0,2.1666666667,1.5
"Pembroke Welsh Corgi","Entity[""DogBreed"", ""PembrokeWelshCorgi""]",0.8888888889,0,2.25,1.75,2,2.4,0,1.5714285714,2.75,2.3333333333,0.25,2.5,3,1.5
"Akita","Entity[""DogBreed"", ""Akita""]",0.2,0,1,0,0.25,0.3333333333,1,2.875,2.25,2.1666666667,0.125,0,2.6666666667,2
"Pit Bull","Entity[""DogBreed"", ""AmericanPitBullTerrier""]",0.3,0,2.25,0,2,1,0.5,2.5,4,1.8333333333,0.375,0,2.1666666667,2.5
"Chihuahua","Entity[""DogBreed"", ""Chihuahua""]",1.9,0,2.75,0.5,0.75,0,"Missing[""NotAvailable""]",2.875,2.25,2.5,0.25,0.5,3.3333333333,3
"Gordon Setter","Entity[""DogBreed"", ""GordonSetter""]",0.2,0,0.25,0,0,0.3333333333,0.75,3,2,1.5,0,0,0.5,2
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.2,0,2,0,0.5,0.3333333333,0.5,2.75,3.75,1.8333333333,0.75,1,3,1
"Mixed Breed/Unknown","Missing[""NotAvailable""]",3.2,0,2.5,1,1,2.3333333333,0,3,0.75,1.8333333333,0,0.75,2.8333333333,2
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.4,0,0.5,0.25,0.25,0,0,3,2.25,2.1666666667,0,0.25,1.3333333333,3
"Collie (Rough)","Missing[""NotAvailable""]",0,0,"Missing[""NotAvailable""]",2.5,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.6666666667,2.4,0.625,0,1,1.5
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",0.3,0,"Missing[""NotAvailable""]",0.75,0.6666666667,0.8,0,2.75,0.25,3,0.75,0.5,2.3333333333,2.5
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",0.4,0,0.5,2.25,1.25,1,1.25,3.25,2,1.5,0.125,0.25,2.5,1
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.5,0,1.25,0.25,0,1.5,0.75,2.5,1.75,1.3333333333,1,1,3,2.5
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",0.5,0,1.3333333333,"Missing[""NotAvailable""]",0,0.8333333333,0,2.875,2.75,2,1.625,0,3,2.5
"Greyhound","Entity[""DogBreed"", ""Greyhound""]",0,0.25,0.75,0,1.5,0.3333333333,1.5,2,0.75,2,1.125,0.25,1.1666666667,1
"Beagle","Entity[""DogBreed"", ""Beagle""]",0.3,0,1,0,0.75,0.6666666667,0,2.75,0.75,1.5,0.75,0.5,2.6666666667,2
"Giant Schnauzer","Entity[""DogBreed"", ""GiantSchnauzer""]",0.7,0,1.25,0.5,0,1.1666666667,1.25,2.375,2.25,1.1666666667,0,0.25,1.8333333333,0
"Giant Schnauzer","Entity[""DogBreed"", ""GiantSchnauzer""]",1.4,0.125,2.25,0,0,0.5,0.5,3.625,3.25,2,0,1,2.3333333333,1
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.1,0,0,0,0.25,0.3333333333,0,2.875,1.5,0.8333333333,0,0,1.5,1.5
"Bichon Frise","Entity[""DogBreed"", ""BichonFrise""]",0,0.125,0,0,0.5,1.1666666667,0,2.625,2,2.5,1.125,1,2.1666666667,1.5
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.8,1.625,0.3333333333,0.25,1.6666666667,1.3333333333,"Missing[""NotAvailable""]",3,3,3,2,0.6666666667,3.3333333333,2.5
"Fox Terrier (Wire/Wire-haired)","Entity[""DogBreed"", ""WireFoxTerrier""]",0.125,0,0.6666666667,0.75,0,0,1.25,2.1428571429,3.75,1.6666666667,0.25,0,2.5,3
"Rat Terrier","Entity[""DogBreed"", ""RatTerrier""]",0.25,0.1666666667,1.5,0,0,1,1,2.75,2.75,2.5,0.25,1.25,3,2
"Airedale Terrier","Entity[""DogBreed"", ""AiredaleTerrier""]",0,0.125,0.5,0,0.5,0.5,0.25,3.625,1,2,0.25,1,2.5,4
"Airedale Terrier","Entity[""DogBreed"", ""AiredaleTerrier""]",0,0,4,0,4,2.1666666667,0,2.75,3.5,1.1666666667,0.25,0.5,2,0.5
"Cocker Spaniel (American)","Entity[""DogBreed"", ""CockerSpaniel""]",0,0,0,0,0,1.5,0,2.875,1.5,1,0.25,0.25,1.6666666667,2
"Chihuahua","Entity[""DogBreed"", ""Chihuahua""]",1.75,0.3333333333,1.5,2,1,2,"Missing[""NotAvailable""]",2.375,3.5,2.5,1.125,3,2.5,2
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",0,0,3.25,0,3,0.1666666667,0,3.5,1,2.1666666667,0,1.25,2.8333333333,4
"Chesapeake Bay Retriever","Entity[""DogBreed"", ""ChesapeakeBayRetriever""]",1.9,0,2.25,0.5,1.5,0.1666666667,1,2.5,3.5,1.5,0,0.25,2.6666666667,0
"Lhasa Apso","Entity[""DogBreed"", ""LhasaApso""]",1.1111111111,1.375,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.2,"Missing[""NotAvailable""]",2.5,3,4,1.125,2,"Missing[""NotAvailable""]",2
"Flat-Coated Retriever","Entity[""DogBreed"", ""FlatCoatedRetriever""]",0.8,0,0.5,0.25,1,2.1666666667,"Missing[""NotAvailable""]",3.125,2.5,1.3333333333,0.5,0,2.1666666667,2
"Chihuahua","Entity[""DogBreed"", ""Chihuahua""]",1.125,0.25,0.25,1.5,2.3333333333,0.8333333333,"Missing[""NotAvailable""]",2.375,2.75,2.8,1.5,2.25,2.6666666667,2
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0,0,0.5,0,0.75,0.1666666667,"Missing[""NotAvailable""]",2.25,3.25,3.6666666667,1.1428571429,0.75,2.6666666667,3.5
"Belgian Tervuren","Entity[""DogBreed"", ""BelgianTervuren""]",1.4,0,0.25,1.5,0.25,1.1666666667,0,2.125,2.5,1.5,1.375,0.5,1.3333333333,1.5
"Belgian Sheepdog","Entity[""DogBreed"", ""BelgianSheepdog""]",1.6,0.25,4,0,0,1.8333333333,0.25,2.25,3.25,3.1666666667,1.25,1.5,2.3333333333,4
"Vizsla","Entity[""DogBreed"", ""Vizsla""]",0.2,0,1,0.75,1.25,0.1666666667,"Missing[""NotAvailable""]",2.5,3.25,2.5,0,0,2,3
"Australian Silky Terrier","Entity[""DogBreed"", ""SilkyTerrier""]",1.6,0.75,0,0.25,0.25,1.1666666667,1.25,2.5,1.6666666667,2.1666666667,0.875,0,1.6666666667,0
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.2,0,0,1,2.75,0.6666666667,0.25,3,1.6666666667,3,0,0.25,1.8333333333,0
"Redbone Coonhound","Entity[""DogBreed"", ""RedboneCoonhound""]",0.8,0,1.5,2.5,0.75,0.3333333333,0.5,3.5,1.3333333333,1.8333333333,1.375,1.25,3.1666666667,3
"Cardigan Welsh Corgi","Entity[""DogBreed"", ""CardiganWelshCorgi""]",0,0,0.25,0,0.75,0,0,3.125,1.75,1.5,0,0.75,1.8333333333,3
"Afghan Hound","Entity[""DogBreed"", ""AfghanHound""]",1.4444444444,0,1.25,0.25,0,0.8333333333,"Missing[""NotAvailable""]",2.625,2.5,1.5,1.125,0.25,2.1666666667,2
"Cocker Spaniel (American)","Entity[""DogBreed"", ""CockerSpaniel""]",0,0,0.5,0,0,0.3333333333,0.5,1.5,1.5,1.1666666667,0.125,0,1.1666666667,4
"Cocker Spaniel (American)","Entity[""DogBreed"", ""CockerSpaniel""]",0.4,0,0.75,0.75,0,0,0.5,3,1.5,2.6666666667,0.125,0,2.3333333333,1
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.7,0,1.5,0,0,0.6666666667,0.5,2.25,1.25,2,0,1,2.3333333333,2.5
"Siberian Husky","Entity[""DogBreed"", ""SiberianHusky""]",0.3,0.375,0.75,0,0,1,"Missing[""NotAvailable""]",2.625,3,1,1,0.25,1.6666666667,4
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",0.5555555556,1.125,2,0,1.25,0.5,1.75,2.625,2,3.1666666667,1.8571428571,0.75,3.8333333333,2.5
"Siberian Husky","Entity[""DogBreed"", ""SiberianHusky""]",0,0.125,0.5,0,0.25,0,0.25,3.125,2.25,1,0.375,0.5,2.5,3
"Saint Bernard","Entity[""DogBreed"", ""SaintBernard""]",0,0,1.75,0,1.5,0.5,0,2.75,0,2.5,0,0,1.6666666667,0
"Shiba Inu","Entity[""DogBreed"", ""ShibaInu""]",0.1,0.25,0,0,0,0.3333333333,"Missing[""NotAvailable""]",2.625,2.25,2.2,0.5,1.25,2,2
"Doberman Pinscher","Entity[""DogBreed"", ""DobermanPinscher""]",0.9,0,0.5,0,0,0,0,3.5,2.75,2.6666666667,0.125,0.5,2.8333333333,4
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0,0,0,0,0,0.8333333333,0,2.5,1.75,1.5,0,1,0.6666666667,1.5
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0,0,0.5,0.75,0.75,0.5,0,2.75,1.75,2.1666666667,0.125,1.5,1.6666666667,2.5
"Australian Cattle Dog","Entity[""DogBreed"", ""AustralianCattleDog""]",1.3,0.5,1.5,0,0.25,0,0.75,3.25,3.75,2.6666666667,0.25,1,1.6666666667,3.5
"Akita","Entity[""DogBreed"", ""Akita""]",0.8,0.5,4,0,0,1.3333333333,"Missing[""NotAvailable""]",2.7142857143,4,1.6666666667,1.5,0.75,1.2,2
"Soft Coated Wheaten Terrier","Entity[""DogBreed"", ""SoftCoatedWheatenTerrier""]",0,0,0,0,0,0.1666666667,0,2,"Missing[""NotAvailable""]",1,0.375,0,2.8333333333,2
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.6,0,1,0.25,1,0,1,2.75,2.5,3.5,2.5,1.25,3.5,2.5
"Siberian Husky","Entity[""DogBreed"", ""SiberianHusky""]",0,0,0.25,0.25,1.25,0.1666666667,0,2.375,3,2.5,0.375,"Missing[""NotAvailable""]",1.1666666667,3
"Anatolian Shepherd","Entity[""DogBreed"", ""AnatolianShepherd""]",0.6,0.375,0.3333333333,0,0,0,0,3.2857142857,"Missing[""NotAvailable""]",1.1666666667,0,0.25,1,0
"American Bulldog","Entity[""DogBreed"", ""AmericanBulldog""]",0,0,0,0,0,0,0,2.5,4,1,0.25,2,1.1666666667,0
"Staffordshire Bull Terrier","Entity[""DogBreed"", ""StaffordshireBullTerrier""]",0,0,1,0,0,1,2,2.25,4,2.8333333333,0.5,0.25,1.8333333333,3
"American Pit Bull Terrier","Entity[""DogBreed"", ""AmericanPitBullTerrier""]","Missing[""NotAvailable""]",0,1,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.5,2.25,3.2,0.875,1.25,1.6666666667,2.5
"Soft Coated Wheaten Terrier","Entity[""DogBreed"", ""SoftCoatedWheatenTerrier""]",0.1,0.25,0.25,0,0.25,0.3333333333,1,2.25,0.5,2.1666666667,0,0.25,0.3333333333,0
"Soft Coated Wheaten Terrier","Entity[""DogBreed"", ""SoftCoatedWheatenTerrier""]",0,0,0.25,0,0,0.3333333333,1,1.75,1,0.6666666667,0.125,0.25,0.3333333333,1
"Soft Coated Wheaten Terrier","Entity[""DogBreed"", ""SoftCoatedWheatenTerrier""]",0.8,1,0,0,0,0,1.5,2.25,0.25,2.1666666667,0,0,1.6666666667,1
"Soft Coated Wheaten Terrier","Entity[""DogBreed"", ""SoftCoatedWheatenTerrier""]",0.2,0,0.25,0,0,0.3333333333,0.5,3,1,1.6666666667,0.375,0,1.5,1
"Soft Coated Wheaten Terrier","Entity[""DogBreed"", ""SoftCoatedWheatenTerrier""]",1.4,0,1.75,0,0,1.5,0,3.25,1,3.3333333333,0.25,0,1.6666666667,3.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.1,0,0,0,0,0.1666666667,0,3.25,2.3333333333,1.8333333333,0,0,1.3333333333,1
"Havanese","Entity[""DogBreed"", ""Havanese""]",0.4,0,0.25,1.75,1,1,0,3,2,1.8333333333,0,0.25,2,1.5
"Havanese","Entity[""DogBreed"", ""Havanese""]",0.6,0.125,1.25,0,0,0.3333333333,0,2.7142857143,3.5,1.3333333333,0,0,2,3
"Doberman Pinscher","Entity[""DogBreed"", ""DobermanPinscher""]",0.5,0,0,0.25,0.25,0,0,3.125,2.75,2.8333333333,0,0,1.5,1.5
"Portuguese Water Dog","Entity[""DogBreed"", ""PortugueseWaterDog""]",0.4,0,0,0.25,1,0.1666666667,0.75,3.125,2.5,1.5,0,0,2,1.5
"Portuguese Water Dog","Entity[""DogBreed"", ""PortugueseWaterDog""]",0.2222222222,0,0,0.25,0,0.1666666667,0.75,3,3,1.8333333333,0.125,0.25,2.1666666667,2
"Collie","Entity[""DogBreed"", ""Collie""]",0,0,0,4,0.75,3,0,2.5,2,1.6666666667,0.875,0.5,"Missing[""NotAvailable""]",1.5
"Border Collie","Entity[""DogBreed"", ""BorderCollie""]",0.8,0.25,1,0,0.75,0.1666666667,"Missing[""NotAvailable""]",3.875,2.25,2,0.25,0,2.3333333333,2
"Irish Setter","Entity[""DogBreed"", ""IrishSetter""]",0.2,0,0.75,0.5,0.25,0.3333333333,0,3.375,1.5,2.3333333333,0,0.25,1.1666666667,4
"Border Collie","Entity[""DogBreed"", ""BorderCollie""]",1.2,0.5,3,0,1.75,0.5,1.75,2.125,2.25,4,1.875,1.5,3.3333333333,4
"Border Collie","Entity[""DogBreed"", ""BorderCollie""]","Missing[""NotAvailable""]",1.25,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.2,1,2.625,3.5,1.5,0,1.5,1.1666666667,2.5
"Dalmatian","Entity[""DogBreed"", ""Dalmatian""]",2.4,1.25,1.5,3.25,1.75,1.5,"Missing[""NotAvailable""]",3.25,1.25,3.1666666667,1.125,0.5,3,4
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.3,0.125,0.3333333333,0.25,0.6666666667,0.6,0,2.25,3,1,0.1428571429,0.6666666667,2.1666666667,2.5
"Great Dane","Entity[""DogBreed"", ""GreatDane""]",0.6,0,0.5,0,0.25,1.3333333333,0,2.875,1.75,2,0.875,0.25,3.3333333333,3
"Great Dane","Entity[""DogBreed"", ""GreatDane""]",1.2,0,0.75,1.5,0.25,1.3333333333,0,2.375,3,1.3333333333,1,0.5,2.6666666667,2
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",0.5,0,0.75,0,0,0.1666666667,0,3.875,1.5,2.5,0.5,0,2,2
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",2.8,0,2.75,0,0,0.6666666667,0,3.125,1.5,2.5,1,0.25,2.8333333333,2.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1.9,0.5,2.25,3,0.5,2.1666666667,0.75,1.75,0.25,1.3333333333,0.75,1.5,2.5,1
"Poodle (Standard)","Entity[""DogBreed"", ""StandardPoodle""]",0,0,0.5,1.5,1.5,1,0,2.625,0.25,1.5,1,0.75,1.3333333333,1
"Portuguese Water Dog","Entity[""DogBreed"", ""PortugueseWaterDog""]",0,0,1.75,0,2.25,0,0.5,3.625,"Missing[""NotAvailable""]",2,0,0.25,2.3333333333,3.5
"Bernese Mountain Dog","Entity[""DogBreed"", ""BerneseMountainDog""]",0.8,0,0.25,0,0.25,0.3333333333,0,3.5,1.5,1.8333333333,0.25,0,1.3333333333,1
"Bernese Mountain Dog","Entity[""DogBreed"", ""BerneseMountainDog""]",0.7,0,0.25,0,0.5,0.5,0,3.375,1.5,1.1666666667,0,0,1,1
"Fox Terrier (Toy)","Entity[""DogBreed"", ""ToyFoxTerrier""]",0.4,0,2.6666666667,0,1.75,0.5,0,2.8571428571,1.25,2,0.375,1.5,2,3.5
"German Shorthaired Pointer","Entity[""DogBreed"", ""GermanShorthairedPointer""]",0.2,0.125,0,0,0,2.1666666667,"Missing[""NotAvailable""]",2.5,3.5,2.3333333333,0.625,0.6666666667,2.5,3
"Shetland Sheepdog","Entity[""DogBreed"", ""ShetlandSheepdog""]",1.5,0.125,1.75,1.5,0.5,2,0.75,3.125,2.25,2.3333333333,1.125,1,2,2
"Siberian Husky","Entity[""DogBreed"", ""SiberianHusky""]",0,0.375,0.75,0,1.75,1.5,1,2.7142857143,2.75,1.3333333333,1.125,0.25,2,3.5
"Airedale Terrier","Entity[""DogBreed"", ""AiredaleTerrier""]",0,0,0,0,0,0.8333333333,"Missing[""NotAvailable""]",2.125,1.3333333333,2.5,0.75,0.25,2.3333333333,3.5
"Cairn Terrier","Entity[""DogBreed"", ""CairnTerrier""]",0.1,0,0.75,0,0.25,0.1666666667,0,3,0.5,1,0.125,0,1.3333333333,1.5
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.2222222222,0,0.25,0,0.25,0,0,2.25,2.5,2.5,0.375,0,2.3333333333,3
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.3,0,0.25,0,0.25,0,0,2.5,1.75,1.3333333333,0,0,3,2.5
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.3,0,0.5,2,1.25,0.6666666667,2.75,2.5,1.5,2.8333333333,1.125,0.25,3.5,3
"Pit Bull mix","Missing[""NotAvailable""]",1.5,0.625,3.25,1,3.25,0.8333333333,0.5,2.25,4,1.8333333333,0.625,1.25,3,3.5
"Poodle (Miniature)","Entity[""DogBreed"", ""MiniaturePoodle""]",0.7,1.375,1.25,1.25,1,1,3.25,2.375,1.75,1.5,0.875,2.75,2,1
"Poodle (Standard)","Entity[""DogBreed"", ""StandardPoodle""]",0.3,0,0,0,0.25,0,0.5,2.75,1.25,1.5,0.875,0,2.5,1
"Lagotto Romagnolo","Entity[""DogBreed"", ""LagottoRomagnolo""]",0,0,0,1,1.75,0.1666666667,0.3333333333,2.875,0,1.6666666667,0,0,0.8333333333,1.5
"Soft Coated Wheaten Terrier","Entity[""DogBreed"", ""SoftCoatedWheatenTerrier""]",0.3,0,0,0,0,0.3333333333,1.25,2.625,1.5,1.8333333333,0.375,0.75,2.3333333333,3
"Soft Coated Wheaten Terrier","Entity[""DogBreed"", ""SoftCoatedWheatenTerrier""]",0.3,0,0.75,0,0,0.6666666667,1,3,2.25,1.5,0,0,2,2
"Lagotto Romagnolo","Entity[""DogBreed"", ""LagottoRomagnolo""]",0,0,0,1,1.5,0.3333333333,0,2.75,0,1.6666666667,0,0,0.6666666667,1
"Lagotto Romagnolo","Entity[""DogBreed"", ""LagottoRomagnolo""]",0,0,0,0,0,0.3333333333,0,3.3333333333,0.3333333333,1.6666666667,0.375,0,0.8333333333,2
"Lagotto Romagnolo","Entity[""DogBreed"", ""LagottoRomagnolo""]",0.3,0.25,0.75,3.25,2,2,1.5,2.125,2.25,3.3333333333,1.5,2.5,2.8333333333,2
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.8,0,1.5,"Missing[""NotAvailable""]",2,0.5,0.3333333333,2.375,"Missing[""NotAvailable""]",1.5,0.7142857143,0,2,1.5
"Pug","Entity[""DogBreed"", ""Pug""]",0,0,0.75,0,0.5,1.3333333333,0.5,1.625,0.5,1.8333333333,1.125,2,1.6666666667,1.5
"Border Collie","Entity[""DogBreed"", ""BorderCollie""]",0.6,0.25,0.5,0,0.25,1,"Missing[""NotAvailable""]",3.5,2.5,1.8333333333,0.5,0.5,2.1666666667,3
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.8888888889,0,0.5,1.5,0.75,0,0.5,1.75,"Missing[""NotAvailable""]",2.1666666667,0.25,0,1.6666666667,2
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",0,0,0,0,0,0.4,0,2.375,0.25,3,0,0.25,2.3333333333,2.5
"Collie","Entity[""DogBreed"", ""Collie""]",0,0,0,0,0,0.3333333333,0,2.875,2,1.6666666667,0.75,1.25,2.3333333333,3.5
"Collie","Entity[""DogBreed"", ""Collie""]",0,0,0,0,0,0,0,2.75,0.75,2.6666666667,0,0,2.3333333333,1
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.1,0.125,0.5,0,0,0.1666666667,0,2.25,2.25,1.3333333333,0.5,1,2,2.5
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.3,0,0,0.5,0.5,0.6666666667,0,3.25,2.25,2.1666666667,0.125,0,1,2
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.4,0,0.5,0,1,0.5,0.5,3.125,2.25,1.5,1,1.75,2.6666666667,2
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1,0.625,1.25,0.25,0,1.3333333333,0.5,2.25,1.25,1.3333333333,0.875,0.5,2,0.5
"Siberian Husky","Entity[""DogBreed"", ""SiberianHusky""]",0,0.5,0.75,0,0,0.1666666667,0.25,2.25,4,2.8333333333,0.5,0,2.3333333333,4
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.2,0.25,0,0,0.25,0.3333333333,0.5,3.125,1.25,1.1666666667,0,1,2.1666666667,2.5
"Poodle (Miniature)","Entity[""DogBreed"", ""MiniaturePoodle""]",0.4,0.25,0.5,0,0.5,1.6666666667,0.5,3.875,0.75,2.6666666667,0,0,1.6666666667,2.5
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0,0,0,0,0,0.3333333333,0,2.5,0.75,2.1666666667,0,0.75,0,1
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",1,0,0.75,1,0,0.3333333333,0,3.125,0,1.1666666667,0.125,0,1.8333333333,1
"Mastiff (English)","Entity[""DogBreed"", ""Mastiff""]",0.5,0,1.25,0,1.25,0.1666666667,0,3,2.75,2.3333333333,0.5714285714,1,2.3333333333,2
"Mastiff (English)","Entity[""DogBreed"", ""Mastiff""]",0.2,0,1,0,0.5,1.1666666667,0,2.375,2.5,0.6666666667,0.5714285714,0.75,2,2
"Jack Russell Terrier","Entity[""DogBreed"", ""JackRussellTerrier""]",1,0,1.5,0,0,0.3333333333,0,3,3,2.1666666667,0,0,2.1666666667,2.5
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0,0,0,0.5,0.5,0.5,0,2.25,1.75,2.6666666667,0.25,0,2.1666666667,4
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.4,0,1.3333333333,0,0.3333333333,0.1666666667,"Missing[""NotAvailable""]",1.75,3.5,1.1666666667,0.75,0,3.4,4
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0,0,0,0,0,0.3333333333,0,3.2857142857,2,2.1666666667,0,0,2.3333333333,2
"Siberian Husky","Entity[""DogBreed"", ""SiberianHusky""]",0.3,0,0.75,0,0.5,1,0.75,2.25,2,2.3333333333,0.375,0.5,2.6666666667,2.5
"Siberian Husky","Entity[""DogBreed"", ""SiberianHusky""]",0,0,1,0,0.75,1,0.25,2.5,1.75,2.6666666667,0.5,0.25,1.5,1
"Collie","Entity[""DogBreed"", ""Collie""]",0.5,0,0,1,0.25,0.3333333333,0,2.875,1,1.1666666667,0,0.5,1.5,1.5
"Portuguese Water Dog","Entity[""DogBreed"", ""PortugueseWaterDog""]",0.5,0,0.25,0,0.5,0.3333333333,0,3.375,2.75,2.6666666667,0.125,0.5,1.8333333333,3.5
"Kerry Blue Terrier","Entity[""DogBreed"", ""KerryBlueTerrier""]",1.1,0,1.25,0,0,0,0.75,3.375,2.75,1,0,0.25,2.1666666667,2.5
"English Springer Spaniel","Entity[""DogBreed"", ""EnglishSpringerSpaniel""]",0.4,0,1,0,1.25,0.6666666667,0,3.25,2.75,1.3333333333,0.75,0.25,2.5,2.5
"English Springer Spaniel","Entity[""DogBreed"", ""EnglishSpringerSpaniel""]",0.2,0.125,1.75,0,2.25,0.6666666667,0,2.5,1.5,2,0.125,0,2.6666666667,1
"Rat Terrier","Entity[""DogBreed"", ""RatTerrier""]",0.3,0,"Missing[""NotAvailable""]",0,"Missing[""NotAvailable""]",0.3333333333,0.6666666667,2.2857142857,3.25,2.8333333333,0,0.25,2.3333333333,3.5
"Rat Terrier","Entity[""DogBreed"", ""RatTerrier""]",1.1,0.875,"Missing[""NotAvailable""]",0.75,"Missing[""NotAvailable""]",1.5,2.5,2.125,3.5,1.5,0.25,1.25,2.6666666667,2
"Chihuahua","Entity[""DogBreed"", ""Chihuahua""]",1.9,0,4,3.5,3.75,0.6666666667,0.75,2,3.25,1.5,1.375,1.5,1.8333333333,2
"Chihuahua","Entity[""DogBreed"", ""Chihuahua""]",0.2,0,2.75,2,3.5,3.8333333333,1.25,2.75,2.25,3.3333333333,2.25,2.5,2,2
"Lhasa Apso","Entity[""DogBreed"", ""LhasaApso""]",0.9,0,2.25,0.75,4,1.5,0.5,2.5,4,1.8333333333,1.125,1,2.3333333333,1.5
"Lhasa Apso","Entity[""DogBreed"", ""LhasaApso""]",0.1,0.125,1.25,0,0.3333333333,1,"Missing[""NotAvailable""]",2.375,1.75,0.3333333333,0,0,0.6666666667,1.5
"Miniature Pinscher","Entity[""DogBreed"", ""MiniaturePinscher""]",3.4,1.25,3,0,0.75,1.6666666667,3.5,1.4285714286,4,4,2.6666666667,3.25,3.3333333333,1
"West Highland White Terrier","Entity[""DogBreed"", ""WestHighlandWhiteTerrier""]",0.3,0.375,2.5,0,3,1.3333333333,"Missing[""NotAvailable""]",2.125,4,2.4,1.125,1.6666666667,2,3.5
"American Pit Bull Terrier","Entity[""DogBreed"", ""AmericanPitBullTerrier""]",1.875,0,4,"Missing[""NotAvailable""]",0,2.3333333333,3,3.125,0.75,1.6666666667,0.375,0,2.2,2.5
"Rhodesian Ridgeback","Entity[""DogBreed"", ""RhodesianRidgeback""]",0.4,0,0.25,0.75,0.5,1.5,0,3.625,0.25,1.3333333333,0,0.75,1.5,1
"Saint Bernard","Entity[""DogBreed"", ""SaintBernard""]",0,0,0,0,0,0.5,"Missing[""NotAvailable""]",1.75,1.3333333333,1.8333333333,0.5,0,3.3333333333,2
"Australian Shepherd","Entity[""DogBreed"", ""AustralianShepherd""]",0,0,0.75,0,0.75,0,0,3.875,1,2.1666666667,0,0,0.5,1
